"Code","Description","Parent"
"52723","pražce ocelové","5272"
"52724","pražce železobeton.","5272"
"52725","pražce z betonu předpjatého","5272"
"52726","jiné konstrukce místo pražců","5272"
"52727","mostnice","5272"
"52728","podélné prahy","5272"
"52729","ostatní","5272"
"5273","tvar S 49","527"
"52731","pražce dřevěné měkké","5273"
"52732","pražce dřevěné tvrdé","5273"
"52733","pražce ocelové","5273"
"52734","pražce železobeton.","5273"
"52735","pražce z betonu předpjatého","5273"
"52736","jiné konstrukce místo pražců","5273"
"52737","mostnice","5273"
"52738","podélné prahy","5273"
"52739","ostatní","5273"
"5274","tvar jiný od 45 kg/m","527"
"52741","pražce dřevěné měkké","5274"
"52742","pražce dřevěné tvrdé","5274"
"52743","pražce ocelové","5274"
"52744","pražce železobeton.","5274"
"52745","pražce z betonu předpjatého","5274"
"52746","jiné konstrukce místo pražců","5274"
"52747","mostnice","5274"
"52748","podélné prahy","5274"
"52749","ostatní","5274"
"5275","tvar jiný od 20 do 45 kg/m","527"
"52751","pražce dřevěné měkké","5275"
"52752","pražce dřevěné tvrdé","5275"
"52753","pražce ocelové","5275"
"52754","pražce železobeton.","5275"
"52755","pražce z betonu předpjatého","5275"
"52756","jiné konstrukce místo pražců","5275"
"52757","mostnice","5275"
"52758","podélné prahy","5275"
"52759","ostatní","5275"
"5276","tvar jiný do 20 kg/m","527"
"52761","pražce dřevěné měkké","5276"
"52762","pražce dřevěné tvrdé","5276"
"52763","pražce ocelové","5276"
"52764","pražce železobeton.","5276"
"52765","pražce z betonu předpjatého","5276"
"52766","jiné konstrukce místo pražců","5276"
"52767","mostnice","5276"
"52768","podélné prahy","5276"
"52769","ostatní","5276"
"5277","žlábkové","527"
"52771","pražce dřevěné měkké","5277"
"52772","pražce dřevěné tvrdé","5277"
"52773","pražce ocelové","5277"
"52774","pražce železobeton.","5277"
"52775","pražce z betonu předpjatého","5277"
"52776","jiné konstrukce místo pražců","5277"
"52777","mostnice","5277"
"52778","podélné prahy","5277"
"52779","ostatní","5277"
"5278","bez materiálu","527"
"52781","pražce dřevěné měkké","5278"
"52782","pražce dřevěné tvrdé","5278"
"52783","pražce ocelové","5278"
"52784","pražce železobeton.","5278"
"52785","pražce z betonu předpjatého","5278"
"52786","jiné konstrukce místo pražců","5278"
"52787","mostnice","5278"
"52788","podélné prahy","5278"
"52789","ostatní","5278"
"5279","ostatní","527"
"52791","pražce dřevěné měkké","5279"
"52792","pražce dřevěné tvrdé","5279"
"52793","pražce ocelové","5279"
"52794","pražce železobeton.","5279"
"52795","pražce z betonu předpjatého","5279"
"52796","jiné konstrukce místo pražců","5279"
"52797","mostnice","5279"
"52798","podélné prahy","5279"
"52799","ostatní","5279"
"528","obnova kolejí","52"
"5281","tvar R 65","528"
"52811","pražce dřevěné měkké","5281"
"52812","pražce dřevěné tvrdé","5281"
"52813","pražce ocelové","5281"
"52814","pražce železobeton.","5281"
"52815","pražce z betonu předpjatého","5281"
"52816","jiné konstrukce místo pražců","5281"
"52817","mostnice","5281"
"52818","podélné prahy","5281"
"52819","ostatní","5281"
"5282","tvar T","528"
"52821","pražce dřevěné měkké","5282"
"52822","pražce dřevěné tvrdé","5282"
"52823","pražce ocelové","5282"
"52824","pražce železobeton.","5282"
"52825","pražce z betonu předpjatého","5282"
"52826","jiné konstrukce místo pražců","5282"
