"Code","Description","Parent"
"1388","tř. horniny 5-7","138"
"13881","ručně","1388"
"13885","strojně","1388"
"139","ostatní","13"
"1391","tř. horniny 1-2","139"
"13911","ručně","1391"
"13915","strojně","1391"
"1392","tř. horniny 3","139"
"13921","ručně","1392"
"13925","strojně","1392"
"1393","tř. horniny 4","139"
"13931","ručně","1393"
"13935","strojně","1393"
"1394","tř. horniny 5","139"
"13941","ručně","1394"
"13945","strojně","1394"
"1395","tř. horniny 6","139"
"13951","ručně","1395"
"13955","strojně","1395"
"1396","tř. horniny 7","139"
"13961","ručně","1396"
"13965","strojně","1396"
"1397","tř. horniny 1-4","139"
"13971","ručně","1397"
"13975","strojně","1397"
"1398","tř. horniny 5-7","139"
"13981","ručně","1398"
"13985","strojně","1398"
"14","ražení a protlačování","1"
"141","protlačování","14"
"1411","tř. horniny 1-2","141"
"14111","ručně","1411"
"14112","strojně","1411"
"1412","tř. horniny 3","141"
"14121","ručně","1412"
"14122","strojně","1412"
"1413","tř. horniny 4","141"
"14131","ručně","1413"
"14132","strojně","1413"
"1414","tř. horniny 5","141"
"14141","ručně","1414"
"14142","strojně","1414"
"1415","tř. horniny 6","141"
"14151","ručně","1415"
"14152","strojně","1415"
"1416","tř. horniny 7","141"
"14161","ručně","1416"
"14162","strojně","1416"
"1417","tř. horniny 1-4","141"
"14171","ručně","1417"
"14172","strojně","1417"
"1418","tř. horniny 5-7","141"
"14181","ručně","1418"
"14182","strojně","1418"
"1419","ostatní","141"
"14191","ručně","1419"
"14192","strojně","1419"
"142","ražení štol","14"
"1421","I. st. ražnosti","142"
"14216","v hornině suché","1421"
"14217","v hornině mokré","1421"
"14218","v hornině silně zavodněné","1421"
"1422","II. st. ražnosti","142"
"14226","v hornině suché","1422"
"14227","v hornině mokré","1422"
"14228","v hornině silně zavodněné","1422"
"1423","III. st. ražnosti","142"
"14236","v hornině suché","1423"
"14237","v hornině mokré","1423"
"14238","v hornině silně zavodněné","1423"
"1424","litá skála","142"
"14246","v hornině suché","1424"
"14247","v hornině mokré","1424"
"14248","v hornině silně zavodněné","1424"
"143","štítování štol","14"
"1431","I. st. ražnosti","143"
"14316","v hornině suché","1431"
"14317","v hornině mokré","1431"
"14318","v hornině silně zavodněné","1431"
"1432","II. st. ražnosti","143"
"14326","v hornině suché","1432"
"14327","v hornině mokré","1432"
"14328","v hornině silně zavodněné","1432"
"1433","III. st. ražnosti","143"
"14336","v hornině suché","1433"
"14337","v hornině mokré","1433"
"14338","v hornině silně zavodněné","1433"
"1434","litá skála","143"
"14346","v hornině suché","1434"
"14347","v hornině mokré","1434"
"14348","v hornině silně zavodněné","1434"
"144","ražení šachet","14"
"1441","I. st. ražnosti","144"
"14416","v hornině suché","1441"
"14417","v hornině mokré","1441"
"14418","v hornině silně zavodněné","1441"
"1442","II. st. ražnosti","144"
"14426","v hornině suché","1442"
"14427","v hornině mokré","1442"
"14428","v hornině silně zavodněné","1442"
"1443","III. st. ražnosti","144"
"14436","v hornině suché","1443"
"14437","v hornině mokré","1443"
"14438","v hornině silně zavodněné","1443"
"1444","litá skála","144"
"14446","v hornině suché","1444"
"14447","v hornině mokré","1444"
"14448","v hornině silně zavodněné","1444"
"145","ražení tunelů","14"
"1451","I. st. ražnosti","145"
"14516","v hornině suché","1451"
"14517","v hornině mokré","1451"
"14518","v hornině silně zavodněné","1451"
"1452","II. st. ražnosti","145"
"14526","v hornině suché","1452"
"14527","v hornině mokré","1452"
"14528","v hornině silně zavodněné","1452"
"1453","III. st. ražnosti","145"
"14536","v hornině suché","1453"
"14537","v hornině mokré","1453"
"14538","v hornině silně zavodněné","1453"
"1454","litá skála","145"
"14546","v hornině suché","1454"
"14547","v hornině mokré","1454"
"14548","v hornině silně zavodněné","1454"
"146","štít. tunelů","14"
"1461","I. st. ražnosti","146"
"14616","v hornině suché","1461"
"14617","v hornině mokré","1461"
"14618","v hornině silně zavodněné","1461"
"1462","II. st. ražnosti","146"
"14626","v hornině suché","1462"
"14627","v hornině mokré","1462"
"14628","v hornině silně zavodněné","1462"
"1463","III. st. ražnosti","146"
"14636","v hornině suché","1463"
"14637","v hornině mokré","1463"
"14638","v hornině silně zavodněné","1463"
"1464","litá skála","146"
"14646","v hornině suché","1464"
"14647","v hornině mokré","1464"
"14648","v hornině silně zavodněné","1464"
"147","ražení tunelů členěným výlom.","14"
"1471","I. st. ražnosti","147"
"14716","v hornině suché","1471"
"14717","v hornině mokré","1471"
"14718","v hornině silně zavodněné","1471"
"1472","II. st. ražnosti","147"
"14726","v hornině suché","1472"
"14727","v hornině mokré","1472"
"14728","v hornině silně zavodněné","1472"
"1473","III. st. ražnosti","147"
"14736","v hornině suché","1473"
"14737","v hornině mokré","1473"
"14738","v hornině silně zavodněné","1473"
"1474","litá skála","147"
"14746","v hornině suché","1474"
"14747","v hornině mokré","1474"
"14748","v hornině silně zavodněné","1474"
"149","ostatní","14"
"1491","I. st. ražnosti","149"
"14916","v hornině suché","1491"
"14917","v hornině mokré","1491"
"14918","v hornině silně zavodněné","1491"
"1492","II. st. ražnosti","149"
"14926","v hornině suché","1492"
"14927","v hornině mokré","1492"
"14928","v hornině silně zavodněné","1492"
"1493","III. st. ražnosti","149"
"14936","v hornině suché","1493"
"14937","v hornině mokré","1493"
"14938","v hornině silně zavodněné","1493"
"1494","litá skála","149"
"14946","v hornině suché","1494"
"14947","v hornině mokré","1494"
"14948","v hornině silně zavodněné","1494"
"15","zajištění výkopu, násypu a svahu","1"
"151","roubení vykopávek","15"
"1511","pažení příložné","151"
"15112","ze dřeva","1511"
"15113","z oceli","1511"
"15114","z prefabrikátů","1511"
"1512","pažení zátažné","151"
"15122","ze dřeva","1512"
"15123","z oceli","1512"
"15124","z prefabrikátů","1512"
"1513","pažení hnané","151"
"15132","ze dřeva","1513"
"15133","z oceli","1513"
"15134","z prefabrikátů","1513"
"1514","přepažování přilož. paž.","151"
"15142","ze dřeva","1514"
"15143","z oceli","1514"
"15144","z prefabrikátů","1514"
"1515","přepažování zátaž. pažení","151"
"15152","ze dřeva","1515"
"15153","z oceli","1515"
"15154","z prefabrikátů","1515"
"1516","přepažování hnaného pažení","151"
"15162","ze dřeva","1516"
"15163","z oceli","1516"
"15164","z prefabrikátů","1516"
"1517","pažení záporové","151"
"15171","zápory","1517"
"15172","pažení","1517"
"1518","pažící boxy","151"
"15181","těžké","1518"
"15182","střední","1518"
"15183","lehké","1518"
"15184","velmi lehké","1518"
"1519","ostatní","151"
"15192","ze dřeva","1519"
"15193","z oceli","1519"
"15194","z prefabrikátů","1519"
"152","roubení tunelářské","15"
"1521","pažení v I. st. ražnosti","152"
"15216","v hornině suché","1521"
"15217","v hornině mokré","1521"
"15218","v hornině zavodněné","1521"
"1522","pažení v II. st. ražnosti","152"
"15226","v hornině suché","1522"
"15227","v hornině mokré","1522"
"15228","v hornině zavodněné","1522"
"1523","pažení v III. st. ražnosti","152"
"15236","v hornině suché","1523"
"15237","v hornině mokré","1523"
"15238","v hornině zavodněné","1523"
"1524","přepaž. v I. st. ražnosti","152"
"15246","v hornině suché","1524"
"15247","v hornině mokré","1524"
"15248","v hornině zavodněné","1524"
"1525","přepaž. v II. st. ražnosti","152"
"15256","v hornině suché","1525"
"15257","v hornině mokré","1525"
"15258","v hornině zavodněné","1525"
"1526","přepaž. v III. st. ražnosti","152"
"15266","v hornině suché","1526"
"15267","v hornině mokré","1526"
"15268","v hornině zavodněné","1526"
"1529","ostatní","152"
"15296","v hornině suché","1529"
"15297","v hornině mokré","1529"
"15298","v hornině zavodněné","1529"
"153","speciál. zajištění výkopu, násypu a svahu","15"
"1531","štětovými stěnami","153"
"15311","ocelovými","1531"
"15312","dřevěnými","1531"
"15319","doplňkové a pomocné konstrukce","1531"
"1532","stříkané maltoviny","153"
"15321","stříkané betony","1532"
"15327","výztuž","1532"
"1533","geosyntetiky","153"
"15331","geomřížemi, georohožemi","1533"
"1538","zemní kotvy","153"
"15381","tyčové","1538"
"15382","kabelové","1538"
"15385","táhla","1538"
"15386","průchodky","1538"
"15389","ostatní","1538"
"154","zajištění výrubu štol","15"
"1541","pažení v I. st. ražnosti","154"
"15416","v hornině suché","1541"
"15417","v hornině mokré","1541"
"15418","v hornině zavodněné","1541"
"1542","pažení v II. st. ražnosti","154"
"15426","v hornině suché","1542"
"15427","v hornině mokré","1542"
"15428","v hornině zavodněné","1542"
"1543","pažení v III. st. ražnosti","154"
"15436","v hornině suché","1543"
"15437","v hornině mokré","1543"
"15438","v hornině zavodněné","1543"
"1544","přepaž. v I. st.","154"
"15446","v hornině suché","1544"
"15447","v hornině mokré","1544"
"15448","v hornině zavodněné","1544"
"1545","přep. v II. st.","154"
"15456","v hornině suché","1545"
"15457","v hornině mokré","1545"
"15458","v hornině zavodněné","1545"
"1546","přep. v III. st.","154"
"15466","v hornině suché","1546"
"15467","v hornině mokré","1546"
"15468","v hornině zavodněné","1546"
"1549","ostatní","154"
"15496","v hornině suché","1549"
"15497","v hornině mokré","1549"
"15498","v hornině zavodněné","1549"
"155","protierozní ochrana","15"
"1551","svahu","155"
"15511","ocelí","1551"
"15513","geosyntetikem","1551"
"1552","skalní stěny","155"
"15521","ocelí","1552"
"15523","geosyntetikem","1552"
"15528","úprava povrchu","1552"
"16","přemístění výkopku","1"
"161","svislé","16"
"1611","prostá manipulace","161"
"16111","ručně","1611"
"16112","silničními dopr. prostředky","1611"
"16113","kolejovými dopr. prostředky","1611"
"16114","lanovkou","1611"
"16115","těžebními stroji","1611"
"16116","transportéry","1611"
"16119","ostatní","1611"
"1612","na vzdálenost do 100 m","161"
"16121","ručně","1612"
"16122","silničními dopr. prostředky","1612"
"16123","kolejovými dopr. prostředky","1612"
"16124","lanovkou","1612"
"16125","těžebními stroji","1612"
"16126","transportéry","1612"
"16129","ostatní","1612"
"1613","na vzdálenost od 100 do 1000 m","161"
"16131","ručně","1613"
"16132","silničními dopr. prostředky","1613"
"16133","kolejovými dopr. prostředky","1613"
"16134","lanovkou","1613"
"16135","těžebními stroji","1613"
"16136","transportéry","1613"
"16139","ostatní","1613"
"1614","na vzdálenost od 1 do 2 km","161"
"16141","ručně","1614"
"16142","silničními dopr. prostředky","1614"
"16143","kolejovými dopr. prostředky","1614"
"16144","lanovkou","1614"
"16145","těžebními stroji","1614"
"16146","transportéry","1614"
"16149","ostatní","1614"
"1615","na vzdálenost od 2 do 3 km","161"
"16151","ručně","1615"
"16152","silničními dopr. prostředky","1615"
"16153","kolejovými dopr. prostředky","1615"
"16154","lanovkou","1615"
"16155","těžebními stroji","1615"
"16156","transportéry","1615"
"16159","ostatní","1615"
"1616","na vzdálenost od 3 do 5 km","161"
"16161","ručně","1616"
"16162","silničními dopr. prostředky","1616"
"16163","kolejovými dopr. prostředky","1616"
"16164","lanovkou","1616"
"16165","těžebními stroji","1616"
"16166","transportéry","1616"
"16169","ostatní","1616"
"1617","na vzdálenost přes 5 km","161"
"16171","ručně","1617"
"16172","silničními dopr. prostředky","1617"
"16173","kolejovými dopr. prostředky","1617"
"16174","lanovkou","1617"
"16175","těžebními stroji","1617"
"16176","transportéry","1617"
"16179","ostatní","1617"
"162","vodorovné na povrchu","16"
"1621","prostá manipulace","162"
"16211","ručně","1621"
"16212","silničními dopr. prostředky","1621"
"16213","kolejovými dopr. prostředky","1621"
"16214","lanovkou","1621"
"16215","těžebními stroji","1621"
"16216","transportéry","1621"
"16219","ostatní","1621"
"1622","na vzdálenost do 100 m","162"
"16221","ručně","1622"
"16222","silničními dopr. prostředky","1622"
"16223","kolejovými dopr. prostředky","1622"
"16224","lanovkou","1622"
"16225","těžebními stroji","1622"
"16226","transportéry","1622"
"16229","ostatní","1622"
"1623","na vzdálenost od 100 do 1000 m","162"
"16231","ručně","1623"
